tourney_name,tourney_date,winner_id,winner_name,winner_ioc
Delray Beach,2005-01-31,103598.0,Xavier Malisse,BEL
Bucharest,2005-09-12,103722.0,Florent Serra,FRA
Kitzbuhel,2005-07-25,103292.0,Gaston Gaudio,ARG
Gstaad,2005-07-04,103292.0,Gaston Gaudio,ARG
Newport,2005-07-04,102257.0,Greg Rusedski,GBR
Bastad,2005-07-04,104745.0,Rafael Nadal,ESP
Amersfoort,2005-07-18,103602.0,Fernando Gonzalez,CHI
Queen's Club,2005-06-06,104053.0,Andy Roddick,USA
Halle,2005-06-06,103819.0,Roger Federer,SUI
Estoril,2005-04-25,103292.0,Gaston Gaudio,ARG
Vina del Mar,2005-01-31,103292.0,Gaston Gaudio,ARG
Buenos Aires,2005-02-07,103292.0,Gaston Gaudio,ARG
Beijing,2005-09-12,104745.0,Rafael Nadal,ESP
Nottingham,2005-06-13,104755.0,Richard Gasquet,FRA
Marseille,2005-02-07,104026.0,Joachim Johansson,SWE
Dubai,2005-02-21,103819.0,Roger Federer,SUI
Wimbledon,2005-06-20,103819.0,Roger Federer,SUI
Umag,2005-07-25,103909.0,Guillermo Coria,ARG
Moscow,2005-10-10,104214.0,Igor Andreev,RUS
Metz,2005-10-03,103344.0,Ivan Ljubicic,CRO
Scottsdale,2005-02-21,101885.0,Wayne Arthurs,AUS
Costa Do Sauipe,2005-02-14,104745.0,Rafael Nadal,ESP
Munich,2005-04-25,103900.0,David Nalbandian,ARG
St. Poelten,2005-05-16,103786.0,Nikolay Davydenko,RUS
Auckland,2005-01-10,103602.0,Fernando Gonzalez,CHI
Sopot,2005-08-01,104792.0,Gael Monfils,FRA
Valencia,2005-04-04,104214.0,Igor Andreev,RUS
Memphis,2005-02-14,102202.0,Kenneth Carlsen,DEN
Miami Masters,2005-03-21,103819.0,Roger Federer,SUI
Indian Wells Masters,2005-03-07,103819.0,Roger Federer,SUI
Rotterdam,2005-02-14,103819.0,Roger Federer,SUI
Milan,2005-01-31,104417.0,Robin Soderling,SWE
Houston,2005-04-18,104053.0,Andy Roddick,USA
Barcelona,2005-04-18,104745.0,Rafael Nadal,ESP
Bangkok,2005-09-26,103819.0,Roger Federer,SUI
Lyon,2005-10-24,104053.0,Andy Roddick,USA
New Haven,2005-08-22,103484.0,James Blake,USA
's-Hertogenbosch,2005-06-13,104339.0,Mario Ancic,CRO
Vienna,2005-10-10,103344.0,Ivan Ljubicic,CRO
Sydney,2005-01-10,103720.0,Lleyton Hewitt,AUS
Adelaide,2005-01-03,104026.0,Joachim Johansson,SWE
St. Petersburg,2005-10-24,102563.0,Thomas Johansson,SWE
US Open,2005-08-29,103819.0,Roger Federer,SUI
Dusseldorf,2005-05-16,103909.0,Guillermo Coria,ARG
Dusseldorf,2005-05-16,103163.0,Tommy Haas,GER
Masters Cup,2005-11-14,103900.0,David Nalbandian,ARG
Roland Garros,2006-05-29,104745.0,Rafael Nadal,ESP
Basel,2006-10-23,103819.0,Roger Federer,SUI
Doha,2006-01-02,103819.0,Roger Federer,SUI
Paris Masters,2006-10-30,103786.0,Nikolay Davydenko,RUS
Bucharest,2006-09-11,103781.0,Jurgen Melzer,AUT
Valencia,2006-04-10,104597.0,Nicolas Almagro,ESP
Estoril,2006-05-01,103900.0,David Nalbandian,ARG
Zagreb,2006-01-30,103344.0,Ivan Ljubicic,CRO
Kitzbuhel,2006-07-24,102860.0,Agustin Calleri,ARG
Amersfoort,2006-07-17,104925.0,Novak Djokovic,SRB
Newport,2006-07-10,102882.0,Mark Philippoussis,AUS
Gstaad,2006-07-10,104755.0,Richard Gasquet,FRA
Las Vegas,2006-02-27,103484.0,James Blake,USA
Miami Masters,2006-03-20,103819.0,Roger Federer,SUI
Memphis,2006-02-20,103163.0,Tommy Haas,GER
Indian Wells Masters,2006-03-06,103819.0,Roger Federer,SUI
Nottingham,2006-06-19,104755.0,Richard Gasquet,FRA
Bastad,2006-07-10,103990.0,Tommy Robredo,ESP
's-Hertogenbosch,2006-06-19,104339.0,Mario Ancic,CRO
Casablanca,2006-04-24,103110.0,Daniele Bracciali,ITA
Halle,2006-06-12,103819.0,Roger Federer,SUI
Chennai,2006-01-02,103344.0,Ivan Ljubicic,CRO
Wimbledon,2006-06-26,103819.0,Roger Federer,SUI
Acapulco,2006-02-27,103632.0,Luis Horna,PER
Houston,2006-04-10,103888.0,Mardy Fish,USA
Stuttgart,2006-07-17,103970.0,David Ferrer,ESP
Palermo,2006-09-25,103835.0,Filippo Volandri,ITA
Tokyo,2006-10-02,103819.0,Roger Federer,SUI
Metz,2006-10-02,104925.0,Novak Djokovic,SRB
Moscow,2006-10-09,103786.0,Nikolay Davydenko,RUS
Umag,2006-07-24,104527.0,Stanislas Wawrinka,SUI
Rotterdam,2006-02-20,103285.0,Radek Stepanek,CZE
Buenos Aires,2006-02-13,102845.0,Carlos Moya,ESP
Vina del Mar,2006-01-30,104076.0,Jose Acasuso,ARG
Bangkok,2006-09-25,103484.0,James Blake,USA
Sopot,2006-07-31,103786.0,Nikolay Davydenko,RUS
Lyon,2006-10-23,104755.0,Richard Gasquet,FRA
Delray Beach,2006-01-30,103163.0,Tommy Haas,GER
Dubai,2006-02-27,104745.0,Rafael Nadal,ESP
Marseille,2006-02-13,103096.0,Arnaud Clement,FRA
Madrid Masters,2006-10-16,103819.0,Roger Federer,SUI
Vienna,2006-10-09,103344.0,Ivan Ljubicic,CRO
Adelaide,2006-01-02,103722.0,Florent Serra,FRA
Sydney,2006-01-09,103484.0,James Blake,USA
Costa Do Sauipe,2006-02-20,103454.0,Nicolas Massu,CHI
Stockholm,2006-10-09,103484.0,James Blake,USA
Australian Open,2006-01-16,103819.0,Roger Federer,SUI
Canada Masters,2006-08-07,103819.0,Roger Federer,SUI
Los Angeles,2006-07-24,103163.0,Tommy Haas,GER
Cincinnati Masters,2006-08-14,104053.0,Andy Roddick,USA
Barcelona,2006-04-24,104745.0,Rafael Nadal,ESP
San Jose,2006-02-13,104918.0,Andy Murray,GBR
Hamburg Masters,2006-05-15,103990.0,Tommy Robredo,ESP
Washington,2006-07-31,103096.0,Arnaud Clement,FRA
Indianapolis,2006-07-17,103484.0,James Blake,USA
St. Petersburg,2006-10-23,104339.0,Mario Ancic,CRO
US Open,2006-08-28,103819.0,Roger Federer,SUI
New Haven,2006-08-21,103786.0,Nikolay Davydenko,RUS
Mumbai,2006-09-25,104098.0,Dmitry Tursunov,RUS
Munich,2006-05-01,103694.0,Olivier Rochus,BEL
Poertschach,2006-05-22,103786.0,Nikolay Davydenko,RUS
Auckland,2006-01-09,103813.0,Jarkko Nieminen,FIN
Queen's Club,2006-06-12,103720.0,Lleyton Hewitt,AUS
Monte Carlo Masters,2006-04-17,104745.0,Rafael Nadal,ESP
Beijing,2006-09-11,104571.0,Marcos Baghdatis,CYP
Rome Masters,2006-05-08,104745.0,Rafael Nadal,ESP
Dusseldorf,2006-05-22,103333.0,Ivo Karlovic,CRO
Masters Cup,2006-11-13,103819.0,Roger Federer,SUI
Halle,2007-06-11,104607.0,Tomas Berdych,CZE
St. Petersburg,2007-10-22,104918.0,Andy Murray,GBR
's-Hertogenbosch,2007-06-17,103344.0,Ivan Ljubicic,CRO
US Open,2007-08-27,103819.0,Roger Federer,SUI
Nottingham,2007-06-18,103333.0,Ivo Karlovic,CRO
Casablanca,2007-04-23,103908.0,Paul Henri Mathieu,FRA
Amersfoort,2007-07-16,104327.0,Steve Darcis,BEL
Auckland,2007-01-08,103970.0,David Ferrer,ESP
Roland Garros,2007-05-28,104745.0,Rafael Nadal,ESP
Bastad,2007-07-09,103970.0,David Ferrer,ESP
Gstaad,2007-07-09,103908.0,Paul Henri Mathieu,FRA
Newport,2007-07-09,102148.0,Fabrice Santoro,FRA
Queen's Club,2007-06-11,104053.0,Andy Roddick,USA
Kitzbuhel,2007-07-23,104338.0,Juan Monaco,ARG
Madrid Masters,2007-10-15,103900.0,David Nalbandian,ARG
Indianapolis,2007-07-23,104098.0,Dmitry Tursunov,RUS
Washington,2007-07-29,104053.0,Andy Roddick,USA
Monte Carlo Masters,2007-04-15,104745.0,Rafael Nadal,ESP
Hamburg Masters,2007-05-14,103819.0,Roger Federer,SUI
Rome Masters,2007-05-07,104745.0,Rafael Nadal,ESP
Chennai,2007-01-01,103598.0,Xavier Malisse,BEL
Mumbai,2007-09-24,104755.0,Richard Gasquet,FRA
New Haven,2007-08-19,103484.0,James Blake,USA
Doha,2007-01-01,103344.0,Ivan Ljubicic,CRO
Bucharest,2007-09-10,104468.0,Gilles Simon,FRA
Paris Masters,2007-10-28,103900.0,David Nalbandian,ARG
Canada Masters,2007-08-05,104925.0,Novak Djokovic,SRB
Cincinnati Masters,2007-08-13,103819.0,Roger Federer,SUI
Los Angeles,2007-07-16,103285.0,Radek Stepanek,CZE
San Jose,2007-02-12,104918.0,Andy Murray,GBR
Barcelona,2007-04-23,104745.0,Rafael Nadal,ESP
Stockholm,2007-10-07,103333.0,Ivo Karlovic,CRO
Beijing,2007-09-10,103602.0,Fernando Gonzalez,CHI
Dubai,2007-02-26,103819.0,Roger Federer,SUI
Estoril,2007-04-29,104925.0,Novak Djokovic,SRB
Wimbledon,2007-06-25,103819.0,Roger Federer,SUI
Munich,2007-04-30,104259.0,Philipp Kohlschreiber,GER
Poertschach,2007-05-20,104338.0,Juan Monaco,ARG
Zagreb,2007-01-29,104571.0,Marcos Baghdatis,CYP
Memphis,2007-02-19,103163.0,Tommy Haas,GER
Vienna,2007-10-07,104925.0,Novak Djokovic,SRB
Metz,2007-10-01,103990.0,Tommy Robredo,ESP
Umag,2007-07-23,102845.0,Carlos Moya,ESP
Moscow,2007-10-08,103786.0,Nikolay Davydenko,RUS
Acapulco,2007-02-26,103428.0,Juan Ignacio Chela,ARG
Sopot,2007-07-30,103990.0,Tommy Robredo,ESP
Sydney,2007-01-08,103484.0,James Blake,USA
Valencia,2007-04-09,104597.0,Nicolas Almagro,ESP
Lyon,2007-10-22,103206.0,Sebastien Grosjean,FRA
Costa Do Sauipe,2007-02-12,103084.0,Guillermo Canas,ARG
Australian Open,2007-01-15,103819.0,Roger Federer,SUI
Stuttgart,2007-07-16,104745.0,Rafael Nadal,ESP
Marseille,2007-02-12,104468.0,Gilles Simon,FRA
Tokyo,2007-10-01,103970.0,David Ferrer,ESP
Basel,2007-10-22,103819.0,Roger Federer,SUI
Rotterdam,2007-02-19,104022.0,Mikhail Youzhny,RUS
Indian Wells Masters,2007-03-05,104745.0,Rafael Nadal,ESP
Miami Masters,2007-03-19,104925.0,Novak Djokovic,SRB
Houston,2007-04-09,103333.0,Ivo Karlovic,CRO
Bangkok,2007-09-24,104098.0,Dmitry Tursunov,RUS
Adelaide,2007-01-01,104925.0,Novak Djokovic,SRB
Las Vegas,2007-02-26,103720.0,Lleyton Hewitt,AUS
Delray Beach,2007-01-28,103598.0,Xavier Malisse,BEL
Buenos Aires,2007-02-19,104338.0,Juan Monaco,ARG
Dusseldorf,2007-05-20,102860.0,Agustin Calleri,ARG
Masters Cup,2007-11-12,103819.0,Roger Federer,SUI
Sydney,2008-01-07,104098.0,Dmitry Tursunov,RUS
Vienna,2008-10-06,104332.0,Philipp Petzschner,GER
Adelaide,2007-12-31,103566.0,Michael Llodra,FRA
s-Hertogenbosch,2008-06-15,103970.0,David Ferrer,ESP
Umag,2008-07-14,104269.0,Fernando Verdasco,ESP
Costa Do Sauipe,2008-02-11,104597.0,Nicolas Almagro,ESP
Las Vegas,2008-03-03,105023.0,Sam Querrey,USA
Chennai,2007-12-31,104022.0,Mikhail Youzhny,RUS
Beijing Olympics,2008-08-11,104745.0,Rafael Nadal,ESP
Acapulco,2008-02-25,104597.0,Nicolas Almagro,ESP
Lyon,2008-10-20,104417.0,Robin Soderling,SWE
Valencia,2008-04-14,103970.0,David Ferrer,ESP
Bucharest,2008-09-08,104468.0,Gilles Simon,FRA
Halle,2008-06-09,103819.0,Roger Federer,SUI
Vina del Mar,2008-01-28,103602.0,Fernando Gonzalez,CHI
Buenos Aires,2008-02-18,103900.0,David Nalbandian,ARG
Munich,2008-04-28,103602.0,Fernando Gonzalez,CHI
Poertschach,2008-05-18,103786.0,Nikolay Davydenko,RUS
Auckland,2008-01-07,104259.0,Philipp Kohlschreiber,GER
Madrid Masters,2008-10-12,104918.0,Andy Murray,GBR
Stockholm,2008-10-06,103900.0,David Nalbandian,ARG
Wimbledon,2008-06-23,104745.0,Rafael Nadal,ESP
Los Angeles,2008-08-04,105223.0,Juan Martin Del Potro,ARG
Cincinnati Masters,2008-07-28,104918.0,Andy Murray,GBR
Canada Masters,2008-07-21,104745.0,Rafael Nadal,ESP
Barcelona,2008-04-28,104745.0,Rafael Nadal,ESP
San Jose,2008-02-18,104053.0,Andy Roddick,USA
Metz,2008-09-29,104098.0,Dmitry Tursunov,RUS
Bangkok,2008-09-22,104542.0,Jo Wilfried Tsonga,FRA
Queen's Club,2008-06-09,104745.0,Rafael Nadal,ESP
Newport,2008-07-07,102148.0,Fabrice Santoro,FRA
Gstaad,2008-07-07,103812.0,Victor Hanescu,ROU
Amersfoort,2008-07-14,103656.0,Albert Montanes,ESP
Bastad,2008-07-07,103990.0,Tommy Robredo,ESP
Kitzbuhel,2008-07-14,105223.0,Juan Martin Del Potro,ARG
Roland Garros,2008-05-25,104745.0,Rafael Nadal,ESP
Washington,2008-08-10,105223.0,Juan Martin Del Potro,ARG
Rome Masters,2008-05-05,104925.0,Novak Djokovic,SRB
Hamburg Masters,2008-05-11,104745.0,Rafael Nadal,ESP
Monte Carlo Masters,2008-04-20,104745.0,Rafael Nadal,ESP
Australian Open,2008-01-14,104925.0,Novak Djokovic,SRB
Indianapolis,2008-07-14,104468.0,Gilles Simon,FRA
Beijing,2008-09-22,104053.0,Andy Roddick,USA
Estoril,2008-04-14,103819.0,Roger Federer,SUI
Basel,2008-10-20,103819.0,Roger Federer,SUI
Tokyo,2008-09-29,104607.0,Tomas Berdych,CZE
Stuttgart,2008-07-07,105223.0,Juan Martin Del Potro,ARG
Doha,2007-12-31,104918.0,Andy Murray,GBR
Paris Masters,2008-10-26,104542.0,Jo Wilfried Tsonga,FRA
Nottingham,2008-06-16,103333.0,Ivo Karlovic,CRO
Zagreb,2008-02-25,104660.0,Sergiy Stakhovsky,UKR
Marseille,2008-02-11,104918.0,Andy Murray,GBR
Dubai,2008-03-03,104053.0,Andy Roddick,USA
Casablanca,2008-05-18,104468.0,Gilles Simon,FRA
Houston,2008-04-14,104719.0,Marcel Granollers,ESP
Delray Beach,2008-02-11,105453.0,Kei Nishikori,JPN
St. Petersburg,2008-10-20,104918.0,Andy Murray,GBR
US Open,2008-08-25,103819.0,Roger Federer,SUI
Miami Masters,2008-03-27,103786.0,Nikolay Davydenko,RUS
Memphis,2008-02-25,104327.0,Steve Darcis,BEL
Indian Wells Masters,2008-03-13,104925.0,Novak Djokovic,SRB
Rotterdam,2008-02-18,103566.0,Michael Llodra,FRA
New Haven,2008-08-17,105227.0,Marin Cilic,CRO
Warsaw,2008-06-09,103786.0,Nikolay Davydenko,RUS
Dusseldorf,2008-05-18,104417.0,Robin Soderling,SWE
Dusseldorf,2008-05-18,104214.0,Igor Andreev,RUS
Masters Cup,2008-11-09,104925.0,Novak Djokovic,SRB
Tokyo,2009-10-05,104542.0,Jo Wilfried Tsonga,FRA
Buenos Aires,2009-02-16,103990.0,Tommy Robredo,ESP
Halle,2009-06-08,103163.0,Tommy Haas,GER
Acapulco,2009-02-23,104597.0,Nicolas Almagro,ESP
Houston,2009-04-06,103720.0,Lleyton Hewitt,AUS
Chennai,2009-01-05,105227.0,Marin Cilic,CRO
Auckland,2009-01-12,105223.0,Juan Martin Del Potro,ARG
Munich,2009-05-03,104607.0,Tomas Berdych,CZE
Johannesburg,2009-02-02,104542.0,Jo Wilfried Tsonga,FRA
Moscow,2009-10-19,104022.0,Mikhail Youzhny,RUS
Basel,2009-11-02,104925.0,Novak Djokovic,SRB
Stuttgart,2009-07-13,104871.0,Jeremy Chardy,FRA
New Haven,2009-08-23,104269.0,Fernando Verdasco,ESP
Eastbourne,2009-06-14,104098.0,Dmitry Tursunov,RUS
Miami Masters,2009-03-25,104918.0,Andy Murray,GBR
Beijing,2009-10-05,104925.0,Novak Djokovic,SRB
Monte Carlo Masters,2009-04-12,104745.0,Rafael Nadal,ESP
Umag,2009-07-27,103786.0,Nikolay Davydenko,RUS
Costa Do Sauipe,2009-02-09,103990.0,Tommy Robredo,ESP
Viña del Mar,2009-02-02,103602.0,Fernando Gonzalez,CHI
Casablanca,2009-04-06,103507.0,Juan Carlos Ferrero,ESP
Indian Wells Masters,2009-03-12,104745.0,Rafael Nadal,ESP
Rotterdam,2009-02-09,104918.0,Andy Murray,GBR
Memphis,2009-02-16,104053.0,Andy Roddick,USA
US Open,2009-08-31,105223.0,Juan Martin Del Potro,ARG
St. Petersburg,2009-10-25,104660.0,Sergiy Stakhovsky,UKR
Kuala Lumpur,2009-09-28,103786.0,Nikolay Davydenko,RUS
Queen's Club,2009-06-08,104918.0,Andy Murray,GBR
Gstaad,2009-07-26,105064.0,Thomaz Bellucci,BRA
Newport,2009-07-06,104330.0,Rajeev Ram,USA
Bastad,2009-07-13,104417.0,Robin Soderling,SWE
Marseille,2009-02-16,104542.0,Jo Wilfried Tsonga,FRA
Dubai,2009-02-23,104925.0,Novak Djokovic,SRB
Belgrade,2009-05-04,104925.0,Novak Djokovic,SRB
Zagreb,2009-02-02,105227.0,Marin Cilic,CRO
Madrid Masters,2009-05-10,103819.0,Roger Federer,SUI
Paris Masters,2009-11-08,104925.0,Novak Djokovic,SRB
Doha,2009-01-05,104918.0,Andy Murray,GBR
s-Hertogenbosch,2009-06-14,103794.0,Benjamin Becker,GER
Delray Beach,2009-02-23,103888.0,Mardy Fish,USA
Shanghai Masters,2009-10-11,103786.0,Nikolay Davydenko,RUS
Bucharest,2009-09-21,103656.0,Albert Montanes,ESP
Lyon,2009-10-26,103344.0,Ivan Ljubicic,CRO
Valencia,2009-11-02,104918.0,Andy Murray,GBR
Indianapolis,2009-07-19,104068.0,Robby Ginepri,USA
Rome Masters,2009-04-27,104745.0,Rafael Nadal,ESP
Hamburg,2009-07-19,103786.0,Nikolay Davydenko,RUS
Kitzbuhel,2009-05-17,104198.0,Guillermo Garcia Lopez,ESP
Bangkok,2009-09-28,104468.0,Gilles Simon,FRA
Metz,2009-09-21,104792.0,Gael Monfils,FRA
Australian Open,2009-01-19,104745.0,Rafael Nadal,ESP
Estoril,2009-05-03,103656.0,Albert Montanes,ESP
Brisbane,2009-01-04,103285.0,Radek Stepanek,CZE
Roland Garros,2009-05-25,103819.0,Roger Federer,SUI
Cincinnati Masters,2009-08-16,103819.0,Roger Federer,SUI
Los Angeles,2009-07-27,105023.0,Sam Querrey,USA
Canada Masters,2009-08-10,104918.0,Andy Murray,GBR
San Jose,2009-02-09,103285.0,Radek Stepanek,CZE
Barcelona,2009-04-20,104745.0,Rafael Nadal,ESP
Wimbledon,2009-06-22,103819.0,Roger Federer,SUI
Stockholm,2009-10-19,104571.0,Marcos Baghdatis,CYP
Washington,2009-08-02,105223.0,Juan Martin Del Potro,ARG
Vienna,2009-10-26,103781.0,Jurgen Melzer,AUT
Sydney,2009-01-12,103900.0,David Nalbandian,ARG
Dusseldorf,2009-05-17,104386.0,Janko Tipsarevic,SRB
Dusseldorf,2009-05-17,104678.0,Viktor Troicki,SRB
Tour Finals,2009-11-22,103786.0,Nikolay Davydenko,RUS
Auckland,2010-01-11,104545.0,John Isner,USA
Munich,2010-05-02,104022.0,Mikhail Youzhny,RUS
Madrid Masters,2010-05-09,104745.0,Rafael Nadal,ESP
Belgrade,2010-05-03,105023.0,Sam Querrey,USA
Houston,2010-04-05,103428.0,Juan Ignacio Chela,ARG
Wimbledon,2010-06-21,104745.0,Rafael Nadal,ESP
Estoril,2010-05-03,103656.0,Albert Montanes,ESP
Montpellier,2010-10-25,104792.0,Gael Monfils,FRA
Zagreb,2010-02-01,105227.0,Marin Cilic,CRO
Valencia,2010-10-31,103970.0,David Ferrer,ESP
Casablanca,2010-04-05,104527.0,Stanislas Wawrinka,SUI
Nice,2010-05-16,104755.0,Richard Gasquet,FRA
s-Hertogenbosch,2010-06-13,104660.0,Sergiy Stakhovsky,UKR
US Open,2010-08-30,104745.0,Rafael Nadal,ESP
Bucharest,2010-09-20,103428.0,Juan Ignacio Chela,ARG
St. Petersburg,2010-10-25,105062.0,Mikhail Kukushkin,KAZ
Atlanta,2010-07-19,103888.0,Mardy Fish,USA
Doha,2010-01-04,103786.0,Nikolay Davydenko,RUS
New Haven,2010-08-22,104660.0,Sergiy Stakhovsky,UKR
Johannesburg,2010-02-01,103852.0,Feliciano Lopez,ESP
Shanghai Masters,2010-10-10,104918.0,Andy Murray,GBR
Australian Open,2010-01-18,103819.0,Roger Federer,SUI
Buenos Aires,2010-02-15,103507.0,Juan Carlos Ferrero,ESP
Stockholm,2010-10-18,103819.0,Roger Federer,SUI
Santiago,2010-02-01,105064.0,Thomaz Bellucci,BRA
Halle,2010-06-07,103720.0,Lleyton Hewitt,AUS
Paris Masters,2010-11-07,104417.0,Robin Soderling,SWE
Canada Masters,2010-08-09,104918.0,Andy Murray,GBR
Cincinnati Masters,2010-08-15,103819.0,Roger Federer,SUI
Los Angeles,2010-07-26,105023.0,Sam Querrey,USA
San Jose,2010-02-08,104269.0,Fernando Verdasco,ESP
Barcelona,2010-04-19,104269.0,Fernando Verdasco,ESP
Sydney,2010-01-11,104571.0,Marcos Baghdatis,CYP
Brisbane,2010-01-03,104053.0,Andy Roddick,USA
Vienna,2010-10-25,103781.0,Jurgen Melzer,AUT
Eastbourne,2010-06-13,103566.0,Michael Llodra,FRA
Costa Do Sauipe,2010-02-08,103507.0,Juan Carlos Ferrero,ESP
Beijing,2010-10-04,104925.0,Novak Djokovic,SRB
Umag,2010-07-26,103507.0,Juan Carlos Ferrero,ESP
Moscow,2010-10-18,104678.0,Viktor Troicki,SRB
Metz,2010-09-20,104468.0,Gilles Simon,FRA
Tokyo,2010-10-04,104745.0,Rafael Nadal,ESP
Basel,2010-11-01,103819.0,Roger Federer,SUI
Stuttgart,2010-07-12,103656.0,Albert Montanes,ESP
Acapulco,2010-02-22,103970.0,David Ferrer,ESP
Kuala Lumpur,2010-09-27,104022.0,Mikhail Youzhny,RUS
Roland Garros,2010-05-24,104745.0,Rafael Nadal,ESP
Rotterdam,2010-02-08,104417.0,Robin Soderling,SWE
Indian Wells Masters,2010-03-11,103344.0,Ivan Ljubicic,CRO
Memphis,2010-02-15,105023.0,Sam Querrey,USA
Miami Masters,2010-03-24,104053.0,Andy Roddick,USA
Bangkok,2010-09-27,104198.0,Guillermo Garcia Lopez,ESP
Bastad,2010-07-12,104597.0,Nicolas Almagro,ESP
Gstaad,2010-07-25,104597.0,Nicolas Almagro,ESP
Newport,2010-07-05,103888.0,Mardy Fish,USA
Queen's Club,2010-06-07,105023.0,Sam Querrey,USA
Delray Beach,2010-02-22,105208.0,Ernests Gulbis,LAT
Dubai,2010-02-22,104925.0,Novak Djokovic,SRB
Marseille,2010-02-15,103566.0,Michael Llodra,FRA
Chennai,2010-01-04,105227.0,Marin Cilic,CRO
Monte Carlo Masters,2010-04-11,104745.0,Rafael Nadal,ESP
Hamburg,2010-07-19,104979.0,Andrey Golubev,KAZ
Rome Masters,2010-04-25,104745.0,Rafael Nadal,ESP
Washington,2010-08-01,103900.0,David Nalbandian,ARG
Curitiba CH,2010-04-19,103747.0,Dominik Meffert,GER
Dusseldorf,2010-05-16,104338.0,Juan Monaco,ARG
Dusseldorf,2010-05-16,104547.0,Horacio Zeballos,ARG
Tour Finals,2010-11-21,103819.0,Roger Federer,SUI
s-Hertogenbosch,2011-06-12,104098.0,Dmitry Tursunov,RUS
Eastbourne,2011-06-12,104312.0,Andreas Seppi,ITA
Bastad,2011-07-11,104417.0,Robin Soderling,SWE
US Open,2011-08-29,104925.0,Novak Djokovic,SRB
Gstaad,2011-07-25,104719.0,Marcel Granollers,ESP
St. Petersburg,2011-10-24,105227.0,Marin Cilic,CRO
Queen's Club,2011-06-06,104918.0,Andy Murray,GBR
Zagreb,2011-01-31,104471.0,Ivan Dodig,CRO
Australian Open,2011-01-17,104925.0,Novak Djokovic,SRB
Estoril,2011-04-25,105223.0,Juan Martin Del Potro,ARG
Bucharest,2011-09-19,104252.0,Florian Mayer,GER
Cincinnati Masters,2011-08-14,104918.0,Andy Murray,GBR
Valencia,2011-10-31,104719.0,Marcel Granollers,ESP
Auckland,2011-01-10,103970.0,David Ferrer,ESP
Munich,2011-04-24,103786.0,Nikolay Davydenko,RUS
Kuala Lumpur,2011-09-26,104386.0,Janko Tipsarevic,SRB
Dubai,2011-02-21,104925.0,Novak Djokovic,SRB
Marseille,2011-02-14,104417.0,Robin Soderling,SWE
Delray Beach,2011-02-21,105223.0,Juan Martin Del Potro,ARG
Los Angeles,2011-07-25,105208.0,Ernests Gulbis,LAT
Washington,2011-07-31,103285.0,Radek Stepanek,CZE
Newport,2011-07-04,104545.0,John Isner,USA
Wimbledon,2011-06-20,104925.0,Novak Djokovic,SRB
Monte Carlo Masters,2011-04-10,104745.0,Rafael Nadal,ESP
Kitzbuhel,2011-07-31,104898.0,Robin Haase,NED
Hamburg,2011-07-18,104468.0,Gilles Simon,FRA
Rome Masters,2011-05-08,104925.0,Novak Djokovic,SRB
Acapulco,2011-02-21,103970.0,David Ferrer,ESP
Winston-Salem,2011-08-21,104545.0,John Isner,USA
Nice,2011-05-15,104597.0,Nicolas Almagro,ESP
Vienna,2011-10-24,104542.0,Jo Wilfried Tsonga,FRA
Basel,2011-10-31,103819.0,Roger Federer,SUI
Tokyo,2011-10-03,104918.0,Andy Murray,GBR
Stuttgart,2011-07-11,103507.0,Juan Carlos Ferrero,ESP
Chennai,2011-01-03,104527.0,Stanislas Wawrinka,SUI
Houston,2011-04-04,104976.0,Ryan Sweeting,USA
Belgrade,2011-04-25,104925.0,Novak Djokovic,SRB
Miami Masters,2011-03-23,104925.0,Novak Djokovic,SRB
Memphis,2011-02-14,104053.0,Andy Roddick,USA
Rotterdam,2011-02-07,104417.0,Robin Soderling,SWE
Indian Wells Masters,2011-03-10,104925.0,Novak Djokovic,SRB
Atlanta,2011-07-18,103888.0,Mardy Fish,USA
Brisbane,2011-01-02,104417.0,Robin Soderling,SWE
Sydney,2011-01-10,104468.0,Gilles Simon,FRA
Roland Garros,2011-05-22,104745.0,Rafael Nadal,ESP
Moscow,2011-10-17,104386.0,Janko Tipsarevic,SRB
Bangkok,2011-09-26,104918.0,Andy Murray,GBR
Umag,2011-07-25,105238.0,Alexandr Dolgopolov,UKR
Madrid Masters,2011-05-01,104925.0,Novak Djokovic,SRB
Costa Do Sauipe,2011-02-07,104597.0,Nicolas Almagro,ESP
Canada Masters,2011-08-08,104925.0,Novak Djokovic,SRB
Barcelona,2011-04-18,104745.0,Rafael Nadal,ESP
San Jose,2011-02-07,105683.0,Milos Raonic,CAN
Stockholm,2011-10-17,104792.0,Gael Monfils,FRA
Metz,2011-09-19,104542.0,Jo Wilfried Tsonga,FRA
Halle,2011-06-06,104259.0,Philipp Kohlschreiber,GER
Buenos Aires,2011-02-14,104597.0,Nicolas Almagro,ESP
Santiago,2011-01-31,103990.0,Tommy Robredo,ESP
Beijing,2011-10-03,104607.0,Tomas Berdych,CZE
Doha,2011-01-03,103819.0,Roger Federer,SUI
Johannesburg,2011-01-31,104731.0,Kevin Anderson,RSA
Shanghai Masters,2011-10-09,104918.0,Andy Murray,GBR
Casablanca,2011-04-04,104665.0,Pablo Andujar,ESP
ATP Challenger Tour Finals CH,2011-11-14,105649.0,Cedrik Marcel Stebe,GER
Dusseldorf,2011-05-15,103428.0,Juan Ignacio Chela,ARG
