tourney_name,tourney_date,winner_id,winner_name,winner_ioc
Milan,1980-03-24,100581.0,John Mcenroe,USA
Australian Open,1980-12-26,100360.0,Brian Teacher,USA
Manchester,1980-06-02,100255.0,Roscoe Tanner,USA
Quito,1980-11-03,100555.0,Jose Luis Clerc,ARG
Paris Indoor,1980-10-27,100261.0,Brian Gottfried,USA
Stuttgart Indoor,1980-03-10,100434.0,Tomas Smid,CZE
Bogota,1980-11-10,100468.0,Dominique Bedel,FRA
San Juan,1980-01-28,100309.0,Raul Ramirez,MEX
Tulsa,1980-04-07,100506.0,Howard Schoenfield,USA
Washington-2,1980-03-03,100339.0,Victor Amaya,USA
Hobart,1979-12-31,100515.0,Shlomo Glickstein,ISR
Birmingham,1980-01-14,100284.0,Jimmy Connors,USA
New Orleans,1980-03-31,100280.0,Wojtek Fibak,POL
San Jose,1980-03-10,100555.0,Jose Luis Clerc,ARG
Palm Harbor,1980-03-31,100356.0,Paul Mcnamee,AUS
Dayton,1980-03-24,100280.0,Wojtek Fibak,POL
Wembley,1980-11-10,100581.0,John Mcenroe,USA
Buenos Aires,1980-11-17,100555.0,Jose Luis Clerc,ARG
Denver,1980-02-18,100428.0,Gene Mayer,USA
Wimbledon,1980-06-23,100437.0,Bjorn Borg,SWE
Baltimore WCT,1980-01-14,100286.0,Harold Solomon,USA
Newport,1980-07-07,100321.0,Vijay Amritraj,IND
Hilversum,1980-07-21,100332.0,Balazs Taroczy,HUN
Bastad,1980-07-14,100332.0,Balazs Taroczy,HUN
Queen's Club,1980-06-09,100581.0,John Mcenroe,USA
Florence,1980-05-12,100214.0,Adriano Panatta,ITA
Bologna,1980-11-17,100434.0,Tomas Smid,CZE
Dallas WCT,1980-04-28,100284.0,Jimmy Connors,USA
Santiago,1980-11-24,100395.0,Victor Pecci,PAR
Sofia,1980-12-15,100667.0,Per Hjertquist,SWE
Surbiton,1980-06-16,100261.0,Brian Gottfried,USA
Nations Cup,1980-05-05,100282.0,Guillermo Vilas,ARG
Nations Cup,1980-05-05,100555.0,Jose Luis Clerc,ARG
WCT Challenge Cup,1980-12-09,100581.0,John Mcenroe,USA
Masters,1981-01-14,100437.0,Bjorn Borg,SWE
WCT Invitational,1980-02-19,100437.0,Bjorn Borg,SWE
Santiago,1981-11-23,100417.0,Hans Gildemeister,CHI
Manila,1981-11-23,100752.0,Ramesh Krishnan,IND
Sofia,1981-12-14,100392.0,Richard Meyer,USA
Columbus,1981-08-03,100360.0,Brian Teacher,USA
Dallas WCT,1981-04-28,100581.0,John Mcenroe,USA
US Open,1981-09-01,100581.0,John Mcenroe,USA
Mar Del Plata,1981-02-02,100282.0,Guillermo Vilas,ARG
Atlanta,1981-08-17,100611.0,Mel Purcell,USA
Boston,1981-07-13,100555.0,Jose Luis Clerc,ARG
Rome,1981-05-18,100555.0,Jose Luis Clerc,ARG
Forest Hills WCT,1981-05-04,100232.0,Eddie Dibbs,USA
Hamburg,1981-05-11,100383.0,Peter Mcnamara,AUS
Indianapolis,1981-08-03,100555.0,Jose Luis Clerc,ARG
Washington,1981-07-20,100555.0,Jose Luis Clerc,ARG
Richmond WCT,1981-02-02,100676.0,Yannick Noah,FRA
Palermo,1981-09-14,100174.0,Manuel Orantes,ESP
Maui,1981-09-29,100315.0,Hank Pfister,USA
Brisbane,1981-10-05,100337.0,Mark Edmondson,AUS
Stuttgart Outdoor,1981-07-13,100437.0,Bjorn Borg,SWE
Cleveland,1981-08-10,100428.0,Gene Mayer,USA
Bordeaux,1981-09-21,100653.0,Andres Gomez,ECU
Geneva,1981-09-21,100437.0,Bjorn Borg,SWE
Tokyo Outdoor,1981-10-19,100332.0,Balazs Taroczy,HUN
Basel,1981-10-12,100656.0,Ivan Lendl,USA
Rotterdam,1981-03-16,100284.0,Jimmy Connors,USA
Linz,1981-03-30,100477.0,Gianni Ocleppo,ITA
Paris Indoor,1981-10-26,100471.0,Mark Vines,USA
Quito,1981-11-02,100232.0,Eddie Dibbs,USA
Napa,1981-03-23,100905.0,Sammy Giammalva Jr,USA
San Juan,1981-01-19,100586.0,Eliot Teltscher,USA
Australian Open,1981-12-24,100532.0,Johan Kriek,USA
Johannesburg,1981-04-06,100529.0,Kevin Curren,USA
Kitzbuhel,1981-07-13,100713.0,John Fitzgerald,AUS
Gstaad,1981-07-06,100280.0,Wojtek Fibak,POL
Newport,1981-07-06,100532.0,Johan Kriek,USA
Bastad,1981-07-20,100942.0,Thierry Tulasne,FRA
Hilversum,1981-07-20,100332.0,Balazs Taroczy,HUN
Florence,1981-05-11,100555.0,Jose Luis Clerc,ARG
Queen's Club,1981-06-08,100581.0,John Mcenroe,USA
Bologna,1981-11-23,100272.0,Sandy Mayer,USA
Bristol,1981-06-13,100337.0,Mark Edmondson,AUS
Stuttgart Indoor,1981-03-23,100656.0,Ivan Lendl,USA
Johannesburg,1981-11-23,100342.0,Vitas Gerulaitis,USA
Sydney Indoor,1981-10-12,100581.0,John Mcenroe,USA
San Francisco,1981-09-21,100586.0,Eliot Teltscher,USA
Barcelona,1981-10-05,100656.0,Ivan Lendl,USA
Cincinnati,1981-08-17,100581.0,John Mcenroe,USA
Los Angeles,1981-04-13,100581.0,John Mcenroe,USA
Montreal / Toronto,1981-08-10,100656.0,Ivan Lendl,USA
Tokyo Indoor,1981-10-26,100502.0,Vincent Van Patten,USA
Stockholm,1981-11-02,100428.0,Gene Mayer,USA
Taipei,1981-11-09,100592.0,Robert Vant Hof,USA
Tel Aviv,1981-10-05,100611.0,Mel Purcell,USA
Hong Kong,1981-11-02,100585.0,Van Winitsky,USA
Bournemouth,1981-04-20,100395.0,Victor Pecci,PAR
Tampa,1981-03-09,100611.0,Mel Purcell,USA
Monterrey WCT,1981-01-19,100532.0,Johan Kriek,USA
Stowe,1981-08-10,100261.0,Brian Gottfried,USA
Frankfurt,1981-03-30,100581.0,John Mcenroe,USA
Denver,1981-03-02,100428.0,Gene Mayer,USA
Madrid,1981-09-29,100656.0,Ivan Lendl,USA
Munich,1981-05-18,100474.0,Chris Lewis NZL,NZL
Nice,1981-04-06,100676.0,Yannick Noah,FRA
Nancy,1981-03-16,100411.0,Pavel Slozil,CZE
Buenos Aires,1981-11-16,100656.0,Ivan Lendl,USA
Auckland,1981-01-05,100452.0,Bill Scanlon,USA
Wimbledon,1981-06-22,100581.0,John Mcenroe,USA
Wembley,1981-11-09,100284.0,Jimmy Connors,USA
Brussels,1981-06-08,100701.0,Marko Ostoja,CRO
Philadelphia,1981-01-26,100255.0,Roscoe Tanner,USA
Memphis,1981-02-23,100428.0,Gene Mayer,USA
Houston,1981-04-06,100282.0,Guillermo Vilas,ARG
Brussels,1981-03-09,100284.0,Jimmy Connors,USA
Milan,1981-03-23,100581.0,John Mcenroe,USA
Las Vegas,1981-04-20,100656.0,Ivan Lendl,USA
La Quinta,1981-02-16,100284.0,Jimmy Connors,USA
Venice,1981-06-13,100769.0,Mario Martinez,BOL
South Orange,1981-07-28,100515.0,Shlomo Glickstein,ISR
North Conway,1981-07-28,100555.0,Jose Luis Clerc,ARG
Cologne,1981-10-26,100656.0,Ivan Lendl,USA
Melbourne Indoor,1981-10-19,100383.0,Peter Mcnamara,AUS
Vienna,1981-10-19,100656.0,Ivan Lendl,USA
Bangkok,1981-11-16,100452.0,Bill Scanlon,USA
Sydney Outdoor,1981-12-14,100631.0,Tim Wilkison,USA
Adelaide,1981-01-05,100337.0,Mark Edmondson,AUS
Cairo,1981-03-09,100282.0,Guillermo Vilas,ARG
Vina Del Mar,1981-01-26,100395.0,Victor Pecci,PAR
Pepsi Grand Slam,1981-02-13,100581.0,John Mcenroe,USA
Roland Garros,1981-05-25,100437.0,Bjorn Borg,SWE
Mexico City,1981-02-23,100115.0,Jaime Fillol,CHI
Masters,1982-01-13,100656.0,Ivan Lendl,USA
Nations Cup,1981-05-04,100383.0,Peter Mcnamara,AUS
Nations Cup,1981-05-04,100434.0,Tomas Smid,CZE
Baltimore WCT,1982-11-01,100356.0,Paul Mcnamee,AUS
Quito,1982-11-01,100653.0,Andres Gomez,ECU
Paris Indoor,1982-10-25,100280.0,Wojtek Fibak,POL
Linz,1982-03-08,100757.0,Anders Jarryd,SWE
La Quinta,1982-02-15,100676.0,Yannick Noah,FRA
Ancona,1982-11-15,100757.0,Anders Jarryd,SWE
North Conway,1982-07-26,100656.0,Ivan Lendl,USA
South Orange,1982-07-26,100676.0,Yannick Noah,FRA
Kitzbuhel,1982-07-19,100282.0,Guillermo Vilas,ARG
Hilversum,1982-07-19,100332.0,Balazs Taroczy,HUN
Bastad,1982-07-12,101062.0,Mats Wilander,SWE
Newport,1982-07-05,100315.0,Hank Pfister,USA
Gstaad,1982-07-05,100555.0,Jose Luis Clerc,ARG
Bristol,1982-06-14,100244.0,John Alexander,AUS
Queen's Club,1982-06-07,100284.0,Jimmy Connors,USA
Florence,1982-05-10,100342.0,Vitas Gerulaitis,USA
Memphis,1982-02-08,100532.0,Johan Kriek,USA
Philadelphia,1982-01-25,100581.0,John Mcenroe,USA
Rotterdam,1982-03-13,100282.0,Guillermo Vilas,ARG
Brussels,1982-03-08,100342.0,Vitas Gerulaitis,USA
Houston,1982-04-12,100656.0,Ivan Lendl,USA
Milan,1982-03-22,100282.0,Guillermo Vilas,ARG
Chicago-2 WCT,1982-11-30,100280.0,Wojtek Fibak,POL
Hartford WCT,1982-12-14,100656.0,Ivan Lendl,USA
Los Angeles-2 WCT,1982-09-20,100656.0,Ivan Lendl,USA
Amsterdam WCT,1982-10-18,100280.0,Wojtek Fibak,POL
Dortmund WCT,1982-11-15,100360.0,Brian Teacher,USA
Zurich WCT,1982-03-28,100452.0,Bill Scanlon,USA
Zell Am See WCT,1982-07-12,100555.0,Jose Luis Clerc,ARG
Cap D'Adge WCT,1982-07-26,100434.0,Tomas Smid,CZE
La Costa WCT,1982-08-10,100532.0,Johan Kriek,USA
Wimbledon,1982-06-21,100284.0,Jimmy Connors,USA
Geneva,1982-09-20,101062.0,Mats Wilander,SWE
Bordeaux,1982-09-20,100417.0,Hans Gildemeister,CHI
Cleveland,1982-08-09,100272.0,Sandy Mayer,USA
Stuttgart Outdoor,1982-07-12,100752.0,Ramesh Krishnan,IND
Toulouse,1982-11-06,100676.0,Yannick Noah,FRA
Maui,1982-09-27,100713.0,John Fitzgerald,AUS
Itaparica,1982-11-22,100115.0,Jaime Fillol,CHI
Basel,1982-10-11,100676.0,Yannick Noah,FRA
Tokyo Outdoor,1982-10-18,101061.0,Jimmy Arias,USA
Wembley,1982-11-08,100581.0,John Mcenroe,USA
Washington,1982-07-19,100656.0,Ivan Lendl,USA
Dallas WCT,1982-04-20,100656.0,Ivan Lendl,USA
Vina Del Mar,1982-01-25,100711.0,Pedro Rebolledo,CHI
Cairo,1982-02-22,100551.0,Brad Drewett,AUS
Guaruja,1982-01-18,100585.0,Van Winitsky,USA
Strasbourg WCT,1982-03-15,100656.0,Ivan Lendl,USA
Genova WCT,1982-02-22,100656.0,Ivan Lendl,USA
Mexico City WCT,1982-01-19,100434.0,Tomas Smid,CZE
Naples Finals WCT,1982-10-14,100656.0,Ivan Lendl,USA
Munich-2 WCT,1982-03-08,100656.0,Ivan Lendl,USA
Delray Beach WCT,1982-01-25,100656.0,Ivan Lendl,USA
Richmond WCT,1982-02-08,100555.0,Jose Luis Clerc,ARG
Denver,1982-02-01,100446.0,John Sadri,USA
Palermo,1982-09-13,100769.0,Mario Martinez,BOL
Bahia,1982-11-22,100115.0,Jaime Fillol,CHI
Hilton Head WCT,1982-04-27,100585.0,Van Winitsky,USA
Bangkok,1982-11-15,100606.0,Mike Bauer,USA
Vienna,1982-10-18,100261.0,Brian Gottfried,USA
Hong Kong,1982-11-01,100345.0,Pat Dupre,USA
Melbourne Indoor,1982-10-04,100342.0,Vitas Gerulaitis,USA
Taipei,1982-11-08,100763.0,Brad Gilbert,USA
Cologne,1982-10-25,100529.0,Kevin Curren,USA
Sao Paulo,1982-11-15,100555.0,Jose Luis Clerc,ARG
Adelaide,1982-12-20,100606.0,Mike Bauer,USA
Sydney Outdoor,1982-12-13,100244.0,John Alexander,AUS
Stockholm,1982-11-01,100936.0,Henri Leconte,FRA
Tokyo Indoor,1982-10-25,100581.0,John Mcenroe,USA
Australian Open,1982-12-02,100532.0,Johan Kriek,USA
Montreal / Toronto,1982-08-09,100342.0,Vitas Gerulaitis,USA
Los Angeles,1982-04-12,100284.0,Jimmy Connors,USA
Cincinnati,1982-08-16,100656.0,Ivan Lendl,USA
Barcelona,1982-10-04,101062.0,Mats Wilander,SWE
San Francisco,1982-09-20,100581.0,John Mcenroe,USA
Sydney Indoor,1982-10-11,100581.0,John Mcenroe,USA
Johannesburg,1982-11-22,100342.0,Vitas Gerulaitis,USA
Melbourne,1982-12-28,101138.0,Pat Cash,AUS
Metz,1982-03-15,100523.0,Erick Iskersky,USA
Columbus,1982-08-03,100284.0,Jimmy Connors,USA
Caracas,1982-02-08,100309.0,Raul Ramirez,MEX
Monterrey,1982-02-22,100284.0,Jimmy Connors,USA
Tampa,1982-04-26,100261.0,Brian Gottfried,USA
Bournemouth,1982-04-19,100174.0,Manuel Orantes,ESP
Frankfurt,1982-03-29,100656.0,Ivan Lendl,USA
Stowe,1982-08-16,100597.0,Jay Lapidus,USA
Masters,1983-01-18,100656.0,Ivan Lendl,USA
US Open,1982-08-31,100284.0,Jimmy Connors,USA
Munich,1982-05-17,100428.0,Gene Mayer,USA
Madrid,1982-04-26,100282.0,Guillermo Vilas,ARG
Nice,1982-03-29,100332.0,Balazs Taroczy,HUN
Auckland,1982-01-11,100631.0,Tim Wilkison,USA
Buenos Aires,1982-02-01,100282.0,Guillermo Vilas,ARG
Venice,1982-06-07,100555.0,Jose Luis Clerc,ARG
Monte Carlo,1982-04-05,100282.0,Guillermo Vilas,ARG
Las Vegas,1982-04-25,100284.0,Jimmy Connors,USA
Hamburg,1982-05-10,100300.0,Jose Higueras,ESP
Forest Hills WCT,1982-05-02,100656.0,Ivan Lendl,USA
Rome,1982-05-17,100653.0,Andres Gomez,ECU
Boston,1982-07-12,100282.0,Guillermo Vilas,ARG
Indianapolis,1982-08-03,100300.0,Jose Higueras,ESP
Adelaide-2,1982-01-04,100285.0,Rod Frawley,AUS
Roland Garros,1982-05-24,101062.0,Mats Wilander,SWE
Dusseldorf,1982-05-03,100586.0,Eliot Teltscher,USA
Dusseldorf,1982-05-03,100428.0,Gene Mayer,USA
Brussels,1983-03-07,100383.0,Peter Mcnamara,AUS
Rotterdam,1983-03-14,100428.0,Gene Mayer,USA
Houston-WCT,1983-04-04,100656.0,Ivan Lendl,USA
Memphis,1983-02-14,100284.0,Jimmy Connors,USA
Philadelphia,1983-01-31,100581.0,John Mcenroe,USA
Milan,1983-03-21,100656.0,Ivan Lendl,USA
Bordeaux,1983-09-19,100782.0,Pablo Arraya,PER
Geneva,1983-09-19,101062.0,Mats Wilander,SWE
Stuttgart Outdoor,1983-07-11,100300.0,Jose Higueras,ESP
Cleveland,1983-08-08,100570.0,Marty Davis,USA
Toulouse,1983-11-21,100579.0,Heinz Gunthardt,SUI
Brisbane,1983-10-03,101138.0,Pat Cash,AUS
Palermo,1983-09-12,101061.0,Jimmy Arias,USA
Monte Carlo,1983-03-28,101062.0,Mats Wilander,SWE
Tokyo Outdoor,1983-10-17,100586.0,Eliot Teltscher,USA
Basel,1983-10-10,100342.0,Vitas Gerulaitis,USA
Forest Hills WCT,1983-05-01,100581.0,John Mcenroe,USA
Hamburg,1983-05-09,100676.0,Yannick Noah,FRA
Boston,1983-07-11,100555.0,Jose Luis Clerc,ARG
Rome,1983-05-16,101061.0,Jimmy Arias,USA
Bahia,1983-11-21,100711.0,Pedro Rebolledo,CHI
US Open,1983-08-30,100284.0,Jimmy Connors,USA
Maui,1983-09-25,100855.0,Scott Davis,USA
Roland Garros,1983-05-23,100676.0,Yannick Noah,FRA
La Quinta,1983-02-21,100300.0,Jose Higueras,ESP
North Conway,1983-07-25,100555.0,Jose Luis Clerc,ARG
South Orange,1983-07-25,100551.0,Brad Drewett,AUS
Ferrara,1983-11-14,100962.0,Thomas Hogstedt,SWE
Venice,1983-06-06,100922.0,Roberto Arguello,ARG
Bastad,1983-07-11,101062.0,Mats Wilander,SWE
Hilversum,1983-07-18,100434.0,Tomas Smid,CZE
Gstaad,1983-07-04,100272.0,Sandy Mayer,USA
Newport,1983-07-04,100713.0,John Fitzgerald,AUS
Bristol,1983-06-13,100532.0,Johan Kriek,USA
Florence,1983-05-09,101061.0,Jimmy Arias,USA
Queen's Club,1983-06-06,100284.0,Jimmy Connors,USA
Kitzbuhel,1983-07-18,100282.0,Guillermo Vilas,ARG
Indianapolis,1983-08-01,101061.0,Jimmy Arias,USA
Washington,1983-07-18,100555.0,Jose Luis Clerc,ARG
Las Vegas,1983-04-24,100284.0,Jimmy Connors,USA
Dallas,1983-09-12,100653.0,Andres Gomez,ECU
Montreal / Toronto,1983-08-08,100656.0,Ivan Lendl,USA
Cincinnati,1983-08-15,101062.0,Mats Wilander,SWE
Los Angeles,1983-04-11,100428.0,Gene Mayer,USA
San Francisco,1983-09-19,100656.0,Ivan Lendl,USA
Barcelona,1983-10-03,101062.0,Mats Wilander,SWE
Johannesburg,1983-11-21,100532.0,Johan Kriek,USA
Sydney Indoor,1983-10-10,100581.0,John Mcenroe,USA
Tokyo Indoor,1983-10-24,100656.0,Ivan Lendl,USA
Stockholm,1983-10-31,101062.0,Mats Wilander,SWE
Australian Open,1983-11-29,101062.0,Mats Wilander,SWE
Tel Aviv,1983-10-10,101381.0,Aaron Krickstein,USA
Cologne,1983-10-24,100517.0,Matt Doyle,USA
Taipei,1983-11-07,100553.0,Nduka Odizor,NGR
Wimbledon,1983-06-20,100581.0,John Mcenroe,USA
Madrid,1983-04-25,100676.0,Yannick Noah,FRA
Munich,1983-05-16,100434.0,Tomas Smid,CZE
Auckland,1983-01-10,100244.0,John Alexander,AUS
Nice,1983-03-21,101013.0,Henrik Sundstrom,SWE
Nancy,1983-03-07,100436.0,Nick Saviano,USA
Masters,1984-01-10,100581.0,John Mcenroe,USA
Richmond WCT,1983-02-07,100282.0,Guillermo Vilas,ARG
Delray Beach WCT,1983-02-21,100282.0,Guillermo Vilas,ARG
Munich WCT,1983-03-14,100360.0,Brian Teacher,USA
Monterrey,1983-02-28,100905.0,Sammy Giammalva Jr,USA
Caracas,1983-01-31,100309.0,Raul Ramirez,MEX
Bournemouth,1983-04-18,100300.0,Jose Higueras,ESP
Tampa,1983-04-25,100532.0,Johan Kriek,USA
Melbourne,1983-12-26,101138.0,Pat Cash,AUS
Columbus,1983-08-01,100360.0,Brian Teacher,USA
Aix-En-Provence,1983-04-11,101062.0,Mats Wilander,SWE
Stowe,1983-08-15,100713.0,John Fitzgerald,AUS
Hilton Head WCT,1983-04-12,100656.0,Ivan Lendl,USA
Lisbon,1983-04-04,101062.0,Mats Wilander,SWE
Hong Kong,1983-10-31,100923.0,Wally Masur,AUS
Vienna,1983-10-17,100261.0,Brian Gottfried,USA
Adelaide,1983-12-19,100606.0,Mike Bauer,USA
Sydney Outdoor,1983-12-12,100893.0,Joakim Nystrom,SWE
Wembley,1983-11-07,100581.0,John Mcenroe,USA
Guaruja,1983-01-24,100555.0,Jose Luis Clerc,ARG
Vina Del Mar,1983-02-14,100395.0,Victor Pecci,PAR
Dallas WCT,1983-04-26,100581.0,John Mcenroe,USA
Detroit WCT,1983-01-24,100656.0,Ivan Lendl,USA
Dusseldorf,1983-05-02,100174.0,Manuel Orantes,ESP
Dusseldorf,1983-05-02,100300.0,Jose Higueras,ESP
Dallas WCT,1984-04-24,100581.0,John Mcenroe,USA
Richmond WCT,1984-02-06,100581.0,John Mcenroe,USA
Taipei,1984-10-29,100763.0,Brad Gilbert,USA
Cologne,1984-10-15,100893.0,Joakim Nystrom,SWE
Melbourne Indoor,1984-10-15,100475.0,Matt Mitchell,USA
Tel Aviv,1984-09-10,101381.0,Aaron Krickstein,USA
Vienna,1984-10-22,100631.0,Tim Wilkison,USA
Hong Kong,1984-10-22,100653.0,Andres Gomez,ECU
Sydney Outdoor,1984-12-10,100713.0,John Fitzgerald,AUS
Wimbledon,1984-06-25,100581.0,John Mcenroe,USA
Los Angeles,1984-09-10,100284.0,Jimmy Connors,USA
Cincinnati,1984-08-20,101062.0,Mats Wilander,SWE
Montreal / Toronto,1984-08-13,100581.0,John Mcenroe,USA
Sydney Indoor,1984-10-08,100757.0,Anders Jarryd,SWE
Johannesburg,1984-11-19,100586.0,Eliot Teltscher,USA
Barcelona,1984-10-01,101062.0,Mats Wilander,SWE
San Francisco,1984-09-17,100581.0,John Mcenroe,USA
Stockholm,1984-10-29,100581.0,John Mcenroe,USA
Tokyo Indoor,1984-10-15,100284.0,Jimmy Connors,USA
Boston,1984-07-16,101381.0,Aaron Krickstein,USA
Indianapolis,1984-08-06,100653.0,Andres Gomez,ECU
Masters,1985-01-08,100581.0,John Mcenroe,USA
Nice,1984-04-09,100653.0,Andres Gomez,ECU
Munich,1984-05-14,100950.0,Libor Pimek,BEL
Madrid,1984-02-27,100581.0,John Mcenroe,USA
Bari,1984-04-02,101013.0,Henrik Sundstrom,SWE
Auckland,1984-01-09,100761.0,Danny Saltz,USA
North Conway,1984-07-30,100893.0,Joakim Nystrom,SWE
La Quinta,1984-02-13,100284.0,Jimmy Connors,USA
Aix-En-Provence,1984-04-23,100809.0,Juan Aguilera,ESP
Columbus,1984-08-13,100763.0,Brad Gilbert,USA
Melbourne,1984-12-24,100740.0,Dan Cassidy,USA
Metz,1984-03-12,100752.0,Ramesh Krishnan,IND
Rome,1984-05-13,100653.0,Andres Gomez,ECU
Hamburg,1984-05-07,100809.0,Juan Aguilera,ESP
Forest Hills WCT,1984-05-06,100581.0,John Mcenroe,USA
Monte Carlo,1984-04-16,101013.0,Henrik Sundstrom,SWE
Washington,1984-07-23,100653.0,Andres Gomez,ECU
Houston WCT,1984-04-02,100635.0,Mark Dickson,USA
Kitzbuhel,1984-07-23,100300.0,Jose Higueras,ESP
Livingston,1984-07-30,100532.0,Johan Kriek,USA
Queen's Club,1984-06-11,100581.0,John Mcenroe,USA
Florence,1984-05-07,100894.0,Francesco Cancellotti,ITA
Bristol,1984-06-18,100532.0,Johan Kriek,USA
Newport,1984-07-09,100321.0,Vijay Amritraj,IND
Gstaad,1984-07-09,100893.0,Joakim Nystrom,SWE
Hilversum,1984-07-23,100757.0,Anders Jarryd,SWE
Bastad,1984-07-16,101013.0,Henrik Sundstrom,SWE
Roland Garros,1984-05-28,100656.0,Ivan Lendl,USA
Boca West,1984-03-26,100284.0,Jimmy Connors,USA
Treviso,1984-11-12,100342.0,Vitas Gerulaitis,USA
Milan,1984-03-19,101222.0,Stefan Edberg,SWE
Philadelphia,1984-01-23,100581.0,John Mcenroe,USA
Memphis,1984-02-06,100284.0,Jimmy Connors,USA
Adelaide,1984-12-17,100744.0,Peter Doohan,AUS
Brussels,1984-03-05,100581.0,John Mcenroe,USA
Cleveland,1984-08-06,100276.0,Terry Moor,USA
Stuttgart Outdoor,1984-07-16,100936.0,Henri Leconte,FRA
Geneva,1984-09-17,101381.0,Aaron Krickstein,USA
Bordeaux,1984-09-17,100300.0,Jose Higueras,ESP
Honolulu,1984-09-24,100570.0,Marty Davis,USA
Palermo,1984-09-10,100894.0,Francesco Cancellotti,ITA
Brisbane,1984-10-01,100586.0,Eliot Teltscher,USA
Toulouse,1984-11-19,100635.0,Mark Dickson,USA
Basel,1984-10-08,100893.0,Joakim Nystrom,SWE
Tokyo Outdoor,1984-10-08,100815.0,David Pate,USA
Australian Open,1984-11-26,101062.0,Mats Wilander,SWE
Los Angeles Olympics,1984-08-08,101222.0,Stefan Edberg,SWE
Wembley,1984-11-05,100656.0,Ivan Lendl,USA
Luxembourg,1984-04-09,100656.0,Ivan Lendl,USA
Dusseldorf,1984-05-21,100581.0,John Mcenroe,USA
Dusseldorf,1984-05-21,100434.0,Tomas Smid,CZE
US Open,1984-08-28,100581.0,John Mcenroe,USA
Florence,1985-05-20,100857.0,Sergio Casal,ESP
Toronto Indoor,1985-02-18,100529.0,Kevin Curren,USA
Forest Hills,1985-05-06,100656.0,Ivan Lendl,USA
Hamburg,1985-04-29,101036.0,Miloslav Mecir,SVK
Bastad,1985-07-15,101062.0,Mats Wilander,SWE
Los Angeles,1985-09-16,100901.0,Paul Annacone,USA
Madrid,1985-05-13,100530.0,Andreas Maurer,GER
Munich,1985-04-06,100893.0,Joakim Nystrom,SWE
Buenos Aires,1985-02-25,101073.0,Martin Jaite,ARG
Auckland,1985-01-07,100474.0,Chris Lewis NZL,NZL
Marbella,1985-04-22,101276.0,Horacio De La Pena,ARG
Bari,1985-04-15,100646.0,Claudio Panatta,ITA
Nice,1985-04-08,100936.0,Henri Leconte,FRA
Nancy,1985-03-18,100631.0,Tim Wilkison,USA
Houston,1985-02-25,100581.0,John Mcenroe,USA
Brussels,1985-03-11,100757.0,Anders Jarryd,SWE
Philadelphia,1985-01-21,100581.0,John Mcenroe,USA
Memphis,1985-01-28,101222.0,Stefan Edberg,SWE
La Quinta,1985-02-18,100489.0,Larry Stefanki,USA
Melbourne,1985-12-23,101145.0,Jonathan Canter,USA
Tokyo Indoor,1985-10-21,100656.0,Ivan Lendl,USA
Stockholm,1985-11-04,100581.0,John Mcenroe,USA
Cincinnati,1985-08-19,101414.0,Boris Becker,GER
Gstaad,1985-07-08,100893.0,Joakim Nystrom,SWE
Stratton Mountain,1985-08-05,100581.0,John Mcenroe,USA
Johannesburg,1985-10-07,100934.0,Matt Anger,USA
Sydney Indoor,1985-10-14,100656.0,Ivan Lendl,USA
San Francisco,1985-09-23,101222.0,Stefan Edberg,SWE
Barcelona,1985-09-23,100942.0,Thierry Tulasne,FRA
Hilversum,1985-07-22,101029.0,Ricki Osterthun,GER
Sydney Outdoor,1985-12-09,100936.0,Henri Leconte,FRA
Adelaide,1985-12-16,100440.0,Eddie Edwards,RSA
Hong Kong,1985-11-18,100653.0,Andres Gomez,ECU
Vienna,1985-11-18,100829.0,Jan Gunnarsson,SWE
Cologne,1985-10-21,101106.0,Peter Lundgren,SWE
Tel Aviv,1985-10-14,100763.0,Brad Gilbert,USA
Melbourne Indoor,1985-10-21,100570.0,Marty Davis,USA
Fort Myers,1985-03-25,100656.0,Ivan Lendl,USA
Dallas,1985-04-08,100656.0,Ivan Lendl,USA
Wimbledon,1985-06-24,101414.0,Boris Becker,GER
Boston,1985-07-08,101062.0,Mats Wilander,SWE
Las Vegas,1985-04-29,100532.0,Johan Kriek,USA
Wembley,1985-11-11,100656.0,Ivan Lendl,USA
Queen's Club,1985-06-10,101414.0,Boris Becker,GER
Stuttgart Outdoor,1985-09-09,100656.0,Ivan Lendl,USA
Cleveland,1985-08-12,100763.0,Brad Gilbert,USA
Bordeaux,1985-09-16,100800.0,Diego Perez,URU
Geneva,1985-09-16,100434.0,Tomas Smid,CZE
Palermo,1985-09-09,100942.0,Thierry Tulasne,FRA
Toulouse,1985-10-07,100676.0,Yannick Noah,FRA
Brisbane,1985-10-07,100901.0,Paul Annacone,USA
Tokyo Outdoor,1985-10-14,100855.0,Scott Davis,USA
Basel,1985-10-14,101222.0,Stefan Edberg,SWE
Australian Open,1985-11-25,101222.0,Stefan Edberg,SWE
Montreal / Toronto,1985-08-12,100581.0,John Mcenroe,USA
Masters,1986-01-14,100656.0,Ivan Lendl,USA
Rotterdam,1985-03-18,101036.0,Miloslav Mecir,SVK
US Open,1985-08-27,100656.0,Ivan Lendl,USA
Milan,1985-03-25,100581.0,John Mcenroe,USA
Rome,1985-05-13,100676.0,Yannick Noah,FRA
Livingston,1985-07-22,100763.0,Brad Gilbert,USA
Kitzbuhel,1985-08-05,100411.0,Pavel Slozil,CZE
